City,ID,Lat,Long,Max Temp,Humidity,Cloudiness,Wind,Country,Date
saint-leu,6690297,-21.15,55.2833,67.03,87,24,5.91,RE,Wed Jun 23 18:40:47 2021
zunyi,1783621,27.6867,106.9072,74.66,76,100,4.83,CN,Wed Jun 23 18:40:48 2021
port antonio,3489005,18.18,-76.4612,82.31,80,63,1.68,JM,Wed Jun 23 18:40:48 2021
lamu,189741,-2.2717,40.902,75.52,81,14,15.32,KE,Wed Jun 23 18:40:48 2021
majene,1636806,-3.5403,118.9707,84.07,69,91,3.69,ID,Wed Jun 23 18:40:49 2021
port-gentil,2396518,-0.7193,8.7815,75.29,86,100,10.56,GA,Wed Jun 23 18:40:49 2021
puerto quijarro,3444201,-17.7833,-57.7667,73.09,51,72,1.92,BO,Wed Jun 23 18:40:49 2021
sterling,4787534,39.0062,-77.4286,67.28,69,1,0,US,Wed Jun 23 18:37:53 2021
riyadh,108410,24.6877,46.7219,84.34,12,0,6.91,SA,Wed Jun 23 18:37:06 2021
izhma,554830,65.0083,53.9113,58.24,91,100,6.64,RU,Wed Jun 23 18:40:50 2021
nan,1608451,18.8333,100.6667,80.62,74,0,9.22,TH,Wed Jun 23 18:40:51 2021
guerrero,3527213,17.6667,-100,68.88,96,100,3.58,MX,Wed Jun 23 18:40:51 2021
dolores,3435038,-36.3132,-57.6792,55.08,97,100,7.31,AR,Wed Jun 23 18:40:51 2021
kuandian,2036283,40.7286,124.7847,71.49,73,75,2.71,CN,Wed Jun 23 18:40:52 2021
halifax,6324729,44.6453,-63.5724,60.69,73,85,3.44,CA,Wed Jun 23 18:38:35 2021
nizwa,286987,22.9333,57.5333,81.03,52,5,0.63,OM,Wed Jun 23 18:40:52 2021
adolfo lopez mateos,3976161,28.4667,-107.3,79.93,35,54,7.02,MX,Wed Jun 23 18:40:53 2021
yate,2633406,51.5407,-2.4184,58.12,82,100,1.81,GB,Wed Jun 23 18:40:53 2021
praya,3374333,14.9215,-23.5087,73.94,73,20,12.66,CV,Wed Jun 23 18:40:53 2021
libertador general san martin,3846915,-23.8064,-64.7876,58.17,55,26,2.33,AR,Wed Jun 23 18:40:54 2021
mallasamudram,1264047,11.4833,78.0333,78.04,76,100,5.01,IN,Wed Jun 23 18:37:57 2021
pemangkat,1631637,1.1667,108.9667,78.26,85,98,6.89,ID,Wed Jun 23 18:40:54 2021
bentiu,377472,9.2333,29.8333,72.09,81,38,5.3,SS,Wed Jun 23 18:40:55 2021
chanika,160592,-5.4167,38.0167,59.13,98,67,2.95,TZ,Wed Jun 23 18:40:55 2021
chuguyevka,2025286,44.1653,133.8633,79.27,42,11,3.87,RU,Wed Jun 23 18:40:56 2021
coari,3664539,-4.085,-63.1414,74.07,86,32,2.53,BR,Wed Jun 23 18:40:56 2021
